Unnamed: 0,10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ComputerScience,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,12GradAge,GradAge,Gender_f,Gender_m,12board_cbse,12board_icse,12board_n/a,12board_state,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other
train,86.5,82.08,68.0,545,510,445,0.744758354008939,435,438,0.99,1.3779,1.0859,-2.3895,0.0973,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,80.0,80.0,64.97,455,540,450,0.744758354008939,475,438,0.99,-0.1206,0.7785,-1.8824,-0.6692,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,87.0,75.0,68.62,560,555,535,0.622642915849938,535,407,-0.5899,-0.9531,0.01,0.0192,-1.0524,19,19,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,72.5,63.2,61.18,465,410,330,0.356536487724475,445,346,0.1282,0.2124,1.0859,-0.4879,0.2889,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,79.6,72.5,62.28,640,625,595,0.996744486852253,495,623,0.7027,1.7109,1.7007,-2.5163,0.2889,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,74.0,73.0,68.0,440,470,200,0.23780283983757,195,315,1.2772,1.3779,1.0859,1.0333,1.0554,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,63.0,56.0,69.4,430,545,545,0.911395278391328,-1,500,0.2718,-0.1206,1.2396,0.2727,0.8637,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,59.33,72.77,75.96,545,630,500,0.842248322257836,465,469,0.1282,0.0459,1.8543,-0.1076,0.4805,21,21,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,79.6,68.2,65.0,605,485,560,0.144789889482462,435,284,-0.4463,0.5454,0.01,-0.8682,0.0973,19,19,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,64.3,66.4,76.56,580,480,405,0.622642915849938,535,407,1.7081,-1.9521,-1.3733,-1.7556,-1.0524,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,88.0,89.0,84.15,685,565,645,0.978799292641428,715,561,1.7081,1.7109,0.7785,-1.7556,-0.4776,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,83.0,63.0,66.0,450,495,515,0.23780283983757,375,315,0.1282,-0.2871,0.3174,-1.8824,0.0973,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,87.69,83.67,65.58,535,575,565,0.649389714846691,485,315,0.4155,0.3789,1.0859,1.1601,0.4805,21,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
train,61.6,79.0,78.1,440,500,425,0.911395278391328,385,500,-0.4463,0.8784,0.3174,0.7798,0.2889,24,24,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,61.8,55.02,73.0,415,440,515,0.23780283983757,465,315,-0.0154,-0.4536,-0.1437,-0.995,0.2889,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,91.71,88.83,75.0,545,540,860,0.493596387301038,525,253,1.1336,1.0449,0.7785,-0.8682,0.8637,22,22,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
train,87.0,66.0,63.74,710,495,535,0.953899775079926,445,530,-1.1644,0.8784,1.1804,-2.5047,-0.4776,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,74.0,72.6,83.0,605,460,595,0.356536487724475,525,346,0.2718,0.2124,1.547,-1.1218,0.8637,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,88.0,82.0,68.11,475,540,450,0.622642915849938,435,407,-0.159,-0.4536,-0.2974,0.5262,-1.0524,23,23,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,72.0,68.4,67.84,650,470,680,0.998876108102859,635,653,-0.159,-0.1206,-0.1437,-1.6289,0.2889,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,58.83,66.0,70.0,440,570,345,0.144789889482462,555,284,-0.4463,0.0459,-1.0659,1.6672,-1.244,22,22,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,71.0,64.0,73.4,490,400,500,0.356536487724475,365,346,1.2772,0.3789,0.7785,-0.995,0.0973,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,86.6,78.4,68.5,380,410,515,0.0800552813405495,295,253,-0.159,0.7119,-0.6048,0.5262,1.0554,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,74.0,64.0,72.0,560,540,535,0.23780283983757,455,315,0.99,0.2124,0.9322,0.1459,1.0554,21,21,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,61.6,61.2,67.08,405,460,450,0.842248322257836,365,469,1.2772,-0.2871,2.008,0.1459,0.8637,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,70.0,76.0,60.0,385,445,320,0.23780283983757,325,315,1.4208,1.7109,1.547,-1.1218,0.8637,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,83.0,87.5,81.0,475,515,464,0.622642915849938,395,407,-0.3027,-0.2871,0.9322,-2.3895,-0.0943,22,22,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,77.4,74.8,74.3,345,560,485,0.486747008438193,445,376,0.7027,1.2114,0.3174,0.3995,0.6721,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,73.0,60.0,73.0,440,400,270,0.991397583740291,-1,284,-0.0154,0.3789,0.3174,0.5262,-0.8608,22,22,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
train,88.5,81.6,71.6,465,560,810,0.842248322257836,565,469,0.99,0.2124,-0.4511,-1.6289,-1.0524,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,65.8,67.6,66.35,475,485,535,0.622642915849938,445,407,-0.7335,-0.4536,0.4711,0.2727,0.4805,16,16,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
train,73.5,71.8,83.9,535,605,665,0.998876108102859,735,653,1.4208,1.0449,0.6248,0.2727,1.247,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,68.66,61.8,65.72,430,350,450,0.486747008438193,455,376,0.1282,1.0449,0.6248,1.794,1.247,19,19,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,68.2,67.4,66.0,440,400,355,0.356536487724475,295,346,0.7027,0.0459,0.7785,1.6672,-0.0943,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,76.0,79.0,68.66,545,605,680,0.953899775079926,475,530,-0.3027,1.3779,1.547,0.7798,1.0554,21,21,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,73.0,66.0,70.0,315,530,380,0.356536487724475,275,346,1.9953,0.8784,0.4711,-1.6289,0.4805,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,83.0,76.0,65.0,545,385,470,0.23780283983757,135,315,-0.8772,0.7119,1.0859,-0.995,1.0554,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,69.0,66.0,70.0,430,520,590,0.0800552813405495,595,253,0.2718,1.0449,1.2396,-0.6147,0.4805,20,20,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,73.0,54.2,66.55,430,420,545,0.486747008438193,435,376,0.4155,1.3779,0.6248,0.3995,0.6721,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,74.83,87.4,69.31,395,530,545,0.622642915849938,395,407,0.2718,-0.7866,1.7007,-0.6147,0.8637,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,80.0,79.0,75.0,415,365,310,0.0800552813405495,315,253,-1.1644,0.8784,1.3933,0.653,-0.6692,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,72.1,77.2,68.9,405,565,475,0.486747008438193,445,376,1.3686,0.6009,0.7785,-1.2486,1.0031,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,85.0,83.0,79.98,580,520,500,0.622642915849938,585,407,0.4155,1.0449,1.2396,-0.6147,0.2889,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,58.0,67.0,73.0,535,425,485,0.842248322257836,465,469,0.7027,0.2124,0.1637,-0.995,0.0973,21,21,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
train,86.0,72.8,65.89,650,640,795,0.207392169717661,-1,376,-0.4463,0.0459,0.3174,-0.3612,-1.0524,19,19,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
train,87.0,77.0,69.0,675,510,545,0.0800552813405495,465,253,0.8463,1.7109,0.4711,-1.5021,0.8637,20,20,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,77.0,62.2,75.0,500,530,535,-1.0,-1,376,-0.0154,-0.1206,-1.6807,0.0192,-1.4356,20,20,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
train,66.8,64.33,75.65,450,580,385,0.744758354008939,375,438,-0.3027,1.3779,1.0859,-0.3612,1.0554,21,21,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
train,76.0,63.0,83.0,420,450,450,0.23780283983757,385,315,-0.4463,-0.2871,0.3174,0.653,0.6721,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,74.0,71.0,59.6,465,650,655,0.978799292641428,605,561,-1.7389,0.0459,0.7785,-1.7556,1.0554,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,51.2,74.0,67.8,525,485,560,0.744758354008939,565,438,-0.3027,1.0449,-0.2974,0.2727,0.8637,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,66.46,62.81,61.51,430,340,370,0.842248322257836,515,469,1.5644,-0.1206,0.01,0.5262,0.6721,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,82.67,74.92,61.36,580,470,425,0.911395278391328,535,500,1.7081,1.0449,1.547,0.0192,0.6721,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,81.0,70.0,68.0,525,505,465,0.486747008438193,315,376,0.8463,0.0459,0.6248,-0.995,1.0554,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,72.0,67.0,57.5,520,570,515,0.842248322257836,525,469,1.1336,0.0459,0.6248,-1.6289,0.2889,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,68.4,69.4,76.0,455,570,620,-1.0,465,315,0.8463,-0.2871,-0.9122,-0.8682,-0.0943,20,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,75.2,78.0,73.0,405,510,430,0.356536487724475,325,346,0.2718,-0.2871,0.1637,-0.1076,-0.2859,18,18,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,84.0,76.0,76.0,370,390,575,0.744758354008939,175,438,0.99,0.5454,1.0859,-0.3612,0.4805,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,48.8,48.8,72.5,430,385,295,0.911395278391328,515,500,0.99,0.3789,1.0859,0.653,0.4805,19,19,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
train,78.6,80.0,69.29,640,540,440,0.423951396376433,-1,346,-0.0154,-0.9531,-1.3733,-0.3612,-1.244,23,23,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
train,71.0,61.0,66.0,580,505,380,0.622642915849938,395,407,1.5644,1.3779,1.0859,-1.8824,0.2889,24,24,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,85.0,81.0,76.7,455,530,440,0.622642915849938,455,407,1.7081,0.8784,1.7007,0.1459,0.8637,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,69.0,66.6,67.0,455,495,544,-1.0,455,376,0.5591,-0.2871,0.1637,0.1459,0.2889,19,19,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
train,84.0,89.3,79.0,500,375,520,0.356536487724475,285,346,1.4208,1.7109,1.2396,0.1459,0.6721,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,84.2,86.3,75.27,430,545,645,0.978799292641428,625,561,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,89.0,82.2,72.4,450,510,575,0.622642915849938,505,407,0.8463,0.8784,1.7007,-1.1218,0.8637,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,85.33,89.7,74.3,605,500,595,0.356536487724475,415,346,-1.1644,0.7119,0.7785,-1.7556,0.2889,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,91.4,87.8,77.0,525,460,510,0.649389714846691,565,376,-2.1698,0.5454,-0.1437,0.1459,-0.2859,22,22,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
train,84.8,84.6,80.8,625,585,795,0.911395278391328,575,500,0.2718,0.3789,0.9322,-0.1076,-1.4356,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,85.4,67.8,82.67,695,535,485,0.622642915849938,495,407,-2.0262,0.0459,0.4711,-0.995,0.2889,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,80.42,65.16,74.0,710,480,535,0.144789889482462,465,284,1.4208,0.8784,0.7785,-0.1076,0.2889,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,70.0,56.0,54.0,615,580,405,0.842248322257836,515,469,-0.7335,0.8784,0.3174,-1.6289,-0.2859,19,19,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,68.2,60.0,72.23,440,340,340,0.356536487724475,415,346,-2.1698,-0.1206,0.3174,-0.8682,-0.2859,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,75.0,70.0,65.0,640,565,465,0.622642915849938,525,407,-0.0154,0.3789,1.2396,0.5262,0.6721,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,59.0,69.0,74.0,275,415,310,0.0800552813405495,315,253,0.5591,0.2124,0.3174,0.5262,-0.2859,20,20,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
train,86.5,63.4,68.89,405,450,500,0.356536487724475,455,346,0.1282,-0.6201,-0.7585,-0.4879,0.0973,20,20,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,72.0,60.0,62.5,560,370,370,0.649389714846691,-1,346,0.2718,0.3789,0.1637,-0.8682,-0.6692,21,21,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
train,72.0,60.0,72.5,500,360,510,0.356536487724475,405,346,0.8463,1.7109,1.2396,-1.3753,1.4386,23,23,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,83.5,83.8,71.7,465,470,475,0.144789889482462,485,284,-0.0154,1.0449,-0.1437,-0.4879,0.8637,22,22,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,74.8,68.0,69.0,570,395,475,0.356536487724475,475,346,-0.0154,0.8784,-0.7585,0.3995,-0.4776,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,82.7,91.0,73.0,490,435,560,0.0800552813405495,425,253,0.4155,1.2114,0.4711,-0.4879,0.2889,22,22,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,79.29,68.67,76.0,545,505,595,0.356536487724475,555,346,0.2718,0.7119,0.3174,-0.1076,1.4386,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,93.0,88.0,81.9,650,620,765,0.911395278391328,645,500,0.2718,0.5454,-1.2196,-1.5021,-1.244,23,23,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,86.6,84.6,76.08,570,580,705,0.996744486852253,565,623,-0.0154,0.2124,-1.527,-2.3895,-0.6692,21,21,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,83.68,84.5,72.3,580,605,570,0.622642915849938,585,407,-1.308,-1.7856,-0.6048,1.0333,-2.5853,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,70.66,69.84,69.0,310,410,695,0.144789889482462,465,284,-1.1644,-1.2861,0.6248,1.0333,-1.6273,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,60.1,66.4,65.22,490,455,345,0.23780283983757,535,315,1.7081,1.0449,0.9322,0.2727,1.247,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,77.38,60.83,61.0,440,315,295,0.144789889482462,345,284,0.1282,0.7119,-0.2974,0.653,-0.8608,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,68.83,62.0,73.2,290,385,405,0.842248322257836,385,469,1.2772,0.7119,1.547,-0.1076,1.0554,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,69.0,51.3,72.0,430,395,235,0.744758354008939,455,438,-0.0154,-1.2861,0.01,0.2727,-0.4776,17,17,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,94.43,65.2,61.2,780,505,510,0.842248322257836,495,469,0.5591,1.0449,1.3933,-1.2486,0.0973,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,85.53,86.0,63.77,510,530,560,0.911395278391328,535,500,-0.4463,-0.4536,-0.1437,-0.4879,-1.4356,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,78.0,84.0,85.78,325,435,545,0.842248322257836,485,469,-0.4463,0.2124,1.0859,0.2727,-0.6692,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,76.0,70.0,68.0,625,470,535,0.622642915849938,505,407,0.7027,0.3789,0.1637,-0.6147,-0.0943,21,21,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,76.7,90.1,78.0,570,555,545,0.744758354008939,485,438,0.2718,0.3789,0.3174,-0.4879,-0.8608,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,73.0,59.0,59.0,420,385,400,0.356536487724475,355,346,-2.457,-0.7866,-2.1418,-1.2486,-1.6273,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,65.6,63.2,75.9,465,350,295,0.911395278391328,435,500,0.8463,0.7119,1.547,-1.2486,0.6721,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,85.73,70.0,56.5,510,375,585,0.622642915849938,395,407,0.99,1.7109,1.0859,0.1459,0.8637,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,67.7,56.3,81.7,360,565,570,0.911395278391328,575,500,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,88.0,75.0,70.0,595,625,585,0.622642915849938,495,407,-0.4463,0.2124,0.3174,-1.3753,-1.0524,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,72.0,59.9,63.0,440,450,395,0.991230625262871,385,592,-0.4463,0.3789,0.6248,1.5404,0.6721,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,57.0,70.0,68.88,325,350,390,0.356536487724475,415,346,-0.8772,-3.4506,0.9322,1.6672,-1.244,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,87.0,64.0,68.0,535,580,260,0.486747008438193,505,376,-0.159,0.5454,0.6248,-0.1076,1.247,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,64.0,65.0,58.0,335,420,210,0.744758354008939,275,438,0.4155,-0.6201,0.1637,0.9066,0.6721,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,81.3,88.6,75.6,535,530,520,0.356536487724475,355,346,0.5591,1.2114,0.6248,-0.6147,-0.6692,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,81.2,75.4,74.1,495,595,625,0.911395278391328,685,500,-1.0208,-1.1196,-0.6048,0.5262,0.2889,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,79.0,73.0,75.0,685,535,605,0.356536487724475,365,346,1.7081,1.3779,1.2396,-1.2486,1.0554,20,20,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
train,78.6,69.4,74.3,420,445,510,0.486747008438193,505,376,1.4208,0.7119,-0.2974,-1.6289,-0.2859,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,78.66,64.88,73.0,500,495,485,0.23780283983757,345,315,0.1282,0.2124,0.4711,0.0192,1.247,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,72.0,80.75,68.26,630,545,655,0.978799292641428,515,561,-0.7335,0.8784,-0.4511,-0.7415,1.0554,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,80.6,69.0,54.0,710,570,595,0.911395278391328,415,500,-0.8772,-1.4526,-1.0659,1.0333,-0.4776,21,21,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,75.0,75.0,81.0,405,450,440,0.486747008438193,505,376,0.4155,0.2124,1.0859,-1.7556,1.0554,23,23,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,86.5,72.4,75.0,535,505,235,0.744758354008939,445,438,0.2718,0.5454,1.0859,-1.5021,0.8637,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,58.0,62.0,70.68,405,395,390,0.486747008438193,495,376,-0.7335,-0.1206,0.7785,0.653,0.0973,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,76.2,88.0,69.8,450,510,620,0.744758354008939,315,438,1.4208,-0.1206,0.4711,-1.3753,1.6302,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,81.38,67.5,61.43,405,385,390,0.744758354008939,435,438,0.5591,-1.1196,-0.1437,1.794,-0.2859,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,80.4,79.0,63.12,570,555,575,0.744758354008939,445,438,0.5591,0.3789,-0.2974,-0.8682,-0.4776,23,23,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,85.33,78.2,77.25,605,404,454,0.824666400671332,-1,407,1.0896,1.5928,0.672,-1.05407,0.1864,21,21,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
train,62.0,61.4,66.68,370,455,380,0.684565067658204,-1,223,0.2718,0.7119,0.3174,-1.8824,0.6721,20,20,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
train,71.8,73.0,76.0,630,605,545,0.486747008438193,525,376,0.7027,-0.4536,1.2396,-0.6147,1.4386,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,81.0,70.0,71.0,405,395,260,0.622642915849938,405,407,0.4155,-0.2871,0.4711,0.5262,-0.0943,21,21,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,68.0,65.0,75.0,595,425,430,0.622642915849938,495,407,0.5591,0.2124,-0.1437,-1.8824,0.8637,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,84.4,92.7,74.8,665,485,535,0.744758354008939,525,438,0.1282,0.3789,-0.4511,-1.3753,-0.6692,24,24,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,79.52,57.5,64.25,490,455,465,0.842248322257836,495,469,-0.159,-0.2871,0.3174,-2.2627,1.247,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,93.6,84.8,75.3,745,505,630,0.996744486852253,645,623,0.8463,0.3789,-0.2974,-0.4879,-0.0943,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,89.29,69.6,73.0,560,690,605,0.744758354008939,465,438,0.1282,0.7119,0.1637,-0.8682,1.0554,21,21,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
train,78.67,76.0,72.14,395,470,430,0.998876108102859,415,653,-0.0154,0.5454,0.9322,0.2727,-0.2859,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,82.4,86.0,69.8,420,545,500,0.622642915849938,485,407,1.4208,0.8784,-0.6048,-1.3753,-0.2859,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,73.8,60.8,85.3,630,580,665,0.744758354008939,615,438,0.2718,0.7119,0.3174,-0.8682,0.0973,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,76.8,83.6,84.8,665,570,690,0.842248322257836,395,469,-1.0208,-0.7866,-1.2196,0.2727,-0.8608,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,75.6,83.2,71.1,475,460,530,0.744758354008939,405,438,1.2772,1.5444,1.8543,1.0333,1.247,23,23,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,55.0,74.0,81.0,385,395,295,0.356536487724475,395,346,1.2772,1.2114,0.9322,-0.6147,1.247,20,20,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,80.4,75.6,71.0,465,455,620,0.0409993103614119,-1,223,1.4208,0.3789,0.1637,-0.4879,1.4386,18,18,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
train,80.13,69.17,60.34,590,440,385,0.996744486852253,475,623,-0.5899,-0.6201,0.4711,-0.3612,-0.2859,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,94.0,84.4,77.5,640,610,590,0.998876108102859,615,653,0.2718,0.5454,-0.4511,-1.3753,0.0973,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,83.0,73.0,61.85,545,580,500,0.911395278391328,435,500,0.1282,0.7119,0.7785,-0.7415,-0.0943,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,70.0,61.0,67.6,605,580,655,0.356536487724475,-1,346,1.5644,0.8784,1.2396,-2.643,0.0973,22,22,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,79.4,60.2,72.0,510,570,735,0.842248322257836,475,469,0.8463,0.3789,-1.8344,-0.7415,0.0973,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,77.0,73.0,78.0,475,505,525,-1.0,-1,376,-0.159,0.7119,-0.2974,-0.8682,0.0973,21,21,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,64.6,59.8,69.02,430,460,415,0.622642915849938,455,407,-0.8772,-2.1186,0.1637,0.653,-3.3518,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,71.5,64.5,63.42,675,530,560,0.622642915849938,435,407,0.2718,0.8784,-0.4511,-1.6289,0.6721,19,19,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,82.0,89.0,64.0,535,505,535,-1.0,465,315,0.7027,1.2114,0.6248,0.1459,0.2889,22,22,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,79.8,73.8,63.59,475,535,620,0.744758354008939,535,438,-1.0208,-0.2871,0.6248,-0.3612,0.8637,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,76.0,69.0,67.1,485,415,455,0.0409993103614119,555,223,-0.7335,-0.1206,0.3174,0.7798,-0.2859,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,77.0,78.0,75.03,500,545,665,0.842248322257836,485,469,-1.4517,-0.6201,-1.8344,-0.1076,0.6721,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,71.6,64.4,71.02,475,520,485,0.486747008438193,405,376,-1.4517,0.3789,-0.4511,1.9207,0.0973,23,23,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,87.2,70.0,62.0,520,440,435,0.338786347219528,-1,407,0.2718,1.0449,-0.2974,-1.7556,0.6721,19,19,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
train,91.6,90.2,74.0,615,610,680,0.978799292641428,495,561,0.2718,0.8784,-1.6807,1.0333,0.6721,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
